"";"Weight_decay";"Loss";"Phase"
"1";1;0,252020597457886;"Train"
"2";2;0,276033401489258;"Train"
"3";3;0,250236749649048;"Train"
"4";4;0,250328421592712;"Train"
"5";5;0,252879112958908;"Train"
"6";6;0,267655521631241;"Train"
"7";1;0,320027112960815;"Test"
"8";2;0,343228548765182;"Test"
"9";3;0,319340288639069;"Test"
"10";4;0,318457901477814;"Test"
"11";5;0,317379832267761;"Test"
"12";6;0,327743381261826;"Test"
