"";"Weight_decay";"Loss";"Phase"
"1";1;0,307210743427277;"Train"
"2";2;0,299415469169617;"Train"
"3";3;0,301001310348511;"Train"
"4";4;0,301292240619659;"Train"
"5";5;0,301374018192291;"Train"
"6";1;0,336068689823151;"Test"
"7";2;0,331194072961807;"Test"
"8";3;0,34215322136879;"Test"
"9";4;0,343702852725983;"Test"
"10";5;0,38456529378891;"Test"
