"";"Weight_decay";"Loss";"Phase"
"1";1;0,0915363878011703;"Train"
"2";2;0,0905873477458954;"Train"
"3";3;0,0885377824306488;"Train"
"4";4;0,089580237865448;"Train"
"5";5;0,0944617912173271;"Train"
"6";6;0,108564332127571;"Train"
"7";1;0,120818212628365;"Test"
"8";2;0,12482987344265;"Test"
"9";3;0,117076359689236;"Test"
"10";4;0,121740490198135;"Test"
"11";5;0,133486419916153;"Test"
"12";6;0,149714350700378;"Test"
