"";"L2";"Loss";"Phase"
"1";1;0,201429143548012;"Train"
"2";2;0,193526357412338;"Train"
"3";3;0,19436177611351;"Train"
"4";4;0,196826785802841;"Train"
"5";5;0,195694714784622;"Train"
"6";6;0,19767589867115;"Train"
"7";7;0,22021496295929;"Train"
"8";1;0,214738115668297;"Test"
"9";2;0,203080579638481;"Test"
"10";3;0,204722970724106;"Test"
"11";4;0,208359614014626;"Test"
"12";5;0,200895667076111;"Test"
"13";6;0,210561811923981;"Test"
"14";7;0,230241745710373;"Test"
