"";"L2";"Loss";"Phase"
"1";1;0,300315350294113;"Train"
"2";2;0,30017364025116;"Train"
"3";3;0,301031589508057;"Train"
"4";4;0,300220936536789;"Train"
"5";5;0,30171737074852;"Train"
"6";6;0,304705560207367;"Train"
"7";7;0,308133751153946;"Train"
"8";1;0,309889823198318;"Test"
"9";2;0,308768600225449;"Test"
"10";3;0,307945966720581;"Test"
"11";4;0,309172809123993;"Test"
"12";5;0,312135517597198;"Test"
"13";6;0,313621997833252;"Test"
"14";7;0,315231204032898;"Test"
